ID,samplegroup,qzip,q1,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2ba_1,q2ba_2,q2ba_3,q2ba_4,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bc_1,q2bc_2,q2bc_3,q2bc_4,q2bd_1,q2bd_2,q2bd_3,q2bd_4,q2be_1,q2be_2,q2be_3,q2be_4,q2bf_1,q2bf_2,q2bf_3,q2bf_4,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q7,q12a_1,q12a_2,q12a_3,q12b_4,q12b_5,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16b_9,q16b_10,q16b_11,q16b_12,q16b_13,q16b_14,q16b_15,q16c_16,q16c_17,q16c_18,q16c_19,q16c_20,q16c_21,q16c_22,q20,q29,POV,POV135,POV400,ethnicity,q6R,q20R,Age_range2,Age_range3,Age2_range2,Age2_range3,INCOME
779,1,98107,1,0,2,3,4,5,6,,0,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,,,,,,0,0,0,0,0,0,1,5,5,1,1,1,2,2,1,1,1,1,1,4,1,4,2,2,2,2,2,4,0,0,0,0,0,1,0,0,,,,,0
541,1,98133,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,,,,,,,,,99,3,0,0,0,0,4,4,1,1,3,5,5,1,4,1,4,4,4,4,1,1,0,5,4,4,4,1,2,1,1,1,1,1,5,4,5,4,,,1
547,1,98118,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,4,,,,,,,,4,1,1,1,1,1,5,5,5,1,2,2,5,1,1,4,4,2,3,5,3,3,2,5,2,3,2,5,2,12,0,0,0,1,4,4,3,3,,,5
553,4,98125,1,2,3,4,5,0,0,,0,,,,1,,,,1,,,,1,,,,1,,,,0,,,,3,4,,,,,,,,3,2,1,1,1,1,3,5,1,1,2,2,2,1,1,1,2,1,1,3,1,3,1,3,3,4,2,5,1,12,0,0,1,1,4,5,4,4,1,1,5
559,1,98103,1,0,2,3,4,0,6,,7,,,,1,,,,1,,,,1,,,,7,,,,1,,,,1,3,,,,,,,,99,1,1,1,2,1,4,5,5,1,3,2,3,1,1,1,4,4,5,5,1,4,5,5,2,4,5,1,2,10,0,0,0,1,4,4,,,,,3
565,1,98101,1,0,2,3,4,0,0,,7,,,,1,2,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,2,5,1,1,2,1,1,1,1,1,2,5,3,5,1,1,1,5,3,4,4,4,1,6,0,0,1,8,3,5,1,2,1,2,2
571,1,98199,1,1,0,3,4,0,6,,1,,,,0,,,,1,,,,1,,,,0,,,,1,,,,3,,,,,,,,,99,1,1,1,1,1,4,4,5,1,1,1,5,1,1,5,3,5,5,5,1,3,1,5,5,5,5,5,2,10,0,0,0,1,4,4,6,4,,,3
577,4,98117,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,1,4,6,,,,,,,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,2,4,1,4,2,4,2,2,2,5,2,4,2,10,0,0,1,8,4,4,,,,,3
583,1,98103,1,2,3,5,6,0,0,,0,,,,1,2,,,1,2,,,0,,,,1,,,,1,,,,3,4,,,,,,,,99,1,1,1,1,1,1,4,5,1,1,2,4,1,1,1,4,5,2,4,1,3,2,5,1,4,4,4,1,14,0,0,0,1,3,5,2,2,2,2,7
589,4,98118,1,1,2,3,4,5,0,,1,2,3,,2,3,,,1,2,,,1,,,,1,,,,0,,,,1,,,,,,,,,3,1,1,1,1,1,3,5,2,1,3,3,5,1,1,4,4,4,2,4,2,4,4,5,4,5,4,5,1,11,0,0,1,6,5,5,4,4,3,3,4
595,2,98125,1,0,2,3,4,5,0,,7,,,,1,,,,1,,,,1,,,,4,,,,7,,,,1,,,,,,,,,3,1,1,1,2,1,3,4,4,1,3,2,3,2,1,1,4,2,5,5,3,4,4,5,3,4,4,4,1,6,0,0,1,1,4,5,1,2,,,2
601,2,98105,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,5,,,,,,,,,1,1,1,1,1,1,3,4,1,1,2,3,4,1,2,1,4,5,4,4,1,4,2,5,2,4,4,5,2,10,0,0,0,2,4,4,1,2,,,3
607,1,98116,1,1,2,3,4,0,0,,1,,,,2,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,1,1,1,1,1,1,2,4,5,1,3,3,4,4,3,3,2,5,4,3,3,3,3,5,2,2,3,5,3,15,0,0,0,1,3,3,4,4,4,4,0
613,4,98115,1,1,2,3,5,6,0,,1,,,,1,,,,1,,,,0,,,,1,,,,1,,,,3,4,,,,,,,,3,1,1,1,1,1,1,5,5,1,2,1,5,1,2,1,3,4,4,4,1,3,1,4,3,3,4,5,1,13,0,0,0,1,5,5,3,3,3,3,6
619,1,98125,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,,99,1,1,1,1,1,4,5,5,1,2,1,4,4,2,1,4,5,5,4,2,4,1,1,4,5,4,5,1,11,0,0,0,1,4,5,,,,,4
625,1,98102,1,0,0,3,0,0,0,,7,,,,0,,,,1,,,,7,,,,7,,,,7,,,,2,,,,,,,,,99,0,2,0,0,0,1,4,2,2,0,3,2,2,2,1,3,4,3,2,1,3,2,4,2,4,3,2,2,7,0,0,1,9,3,4,5,4,2,2,2
631,1,98118,2,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,1,1,8,1,5,4,,,1
637,1,98117,1,1,2,3,4,0,0,,2,,,,1,2,,,1,,,,2,,,,0,,,,0,,,,1,,,,,,,,4,3,1,1,1,1,1,3,5,5,1,2,1,5,2,1,1,2,4,4,5,3,2,1,2,3,4,4,5,1,14,0,0,0,1,4,5,,,2,3,7
643,1,98136,1,2,3,0,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,2,1,1,1,1,1,4,4,5,1,2,2,5,1,2,1,3,2,5,5,2,4,2,4,5,2,4,4,2,11,0,0,0,1,4,4,4,3,,,4
649,4,98144,1,1,2,3,5,0,0,,1,,,,1,2,,,1,,,,0,,,,1,,,,0,,,,1,,,,,,,,,3,1,1,1,1,1,2,4,1,1,2,2,5,1,1,1,4,3,3,3,2,1,3,5,1,4,4,5,2,10,0,0,1,1,5,4,4,3,3,3,3
655,1,98105,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,3,4,,,,,,,,4,1,1,1,1,1,3,5,1,1,2,3,4,1,1,1,2,5,2,4,1,3,1,5,2,4,4,5,1,14,0,0,0,1,4,5,4,3,3,3,7
661,1,98103,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,9,0,0,1,1,4,4,6,5,6,5,2
667,3,98104,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,,,,,0
673,1,98122,1,0,2,3,4,5,0,,0,,,,1,,,,1,,,,1,,,,1,,,,0,,,,7,,,,,,,,3,99,0,0,0,0,0,1,2,5,1,1,1,4,1,1,3,3,5,5,5,1,2,1,1,1,4,5,5,1,14,0,0,0,6,3,5,5,4,5,4,7
679,1,98126,1,0,2,3,0,0,6,,7,,,,1,,,,1,,,,7,,,,7,,,,1,,,,3,,,,,,,,4,99,1,1,1,1,2,4,4,5,1,3,3,5,5,5,1,3,5,5,3,1,5,5,5,3,2,5,5,1,7,0,0,1,1,4,5,5,4,,,2
685,1,98118,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,4,,,,,,,,4,0,0,0,0,2,4,4,5,1,2,2,4,1,1,1,2,4,5,4,1,4,3,3,1,3,2,1,2,15,0,0,0,1,4,4,4,4,4,4,0
691,3,98104,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,2,,,,,,,,,1,2,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,3,0,4,7,5,7,5,1
697,1,98144,1,1,2,3,4,0,0,,1,,,,2,,,,1,2,,,1,2,,,7,,,,7,,,,2,4,,,,,,,,3,1,1,1,1,1,3,5,5,1,2,2,5,2,1,1,3,5,5,5,2,4,1,5,2,5,5,5,1,13,0,0,0,1,4,5,2,2,2,2,6
703,1,98117,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,1,,,,,,,,,4,1,1,1,1,1,1,4,1,1,1,2,3,1,1,1,3,4,4,4,1,3,2,5,2,4,4,4,1,12,0,0,0,1,5,5,3,3,4,3,5
709,1,98136,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,,99,1,1,1,2,1,4,4,5,1,2,3,4,1,1,1,4,5,4,4,1,4,5,5,2,4,4,1,2,11,0,0,0,1,4,4,5,4,5,4,4
2854,3,98115,2,3,0,0,0,0,0,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,0,0,0,8,8,1,7,5,,,0
715,2,98105,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,4,4,1,1,4,3,2,1,1,1,4,4,3,5,1,1,1,5,1,3,3,2,1,10,0,0,0,1,5,5,2,2,2,2,3
721,1,98109,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,4,4,4,4,4,5,5,5,1,2,5,5,4,4,4,4,3,3,4,5,3,4,2,12,0,0,0,6,5,4,6,4,,,5
727,2,98104,1,1,2,3,5,0,0,,1,,,,1,,,,1,,,,0,,,,1,,,,0,,,,2,,,,,,,,,99,1,1,1,1,1,4,4,5,1,3,2,4,5,1,1,3,2,1,4,2,2,2,2,2,4,3,1,1,10,0,0,0,1,4,5,1,2,2,2,3
733,2,98104,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,4,,,,,,,,,1,1,1,1,1,1,2,0,2,1,2,3,4,1,5,2,3,4,3,3,2,4,2,5,2,4,2,1,1,10,0,0,0,8,3,5,,,,,3
739,4,98177,1,1,2,3,4,5,0,,1,,,,2,,,,1,2,,,2,,,,1,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,1,1,2,2,2,1,2,2,3,4,4,4,2,3,1,5,2,2,3,5,1,12,0,0,0,1,4,5,4,3,4,3,5
781,1,98144,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,1,,,,,,,,,0,0,0,0,0,0,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,7,5,7,5,0
745,1,98146,1,1,2,3,4,6,0,,1,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,4,6,,,,,,,3,1,1,1,1,1,1,3,5,1,1,1,1,2,4,1,0,5,5,4,1,2,5,5,4,5,5,5,2,12,0,0,0,1,4,4,5,4,6,5,5
751,1,98117,1,0,2,0,0,0,0,,0,,,,1,,,,0,,,,0,,,,0,,,,0,,,,3,,,,,,,,,99,1,0,0,0,0,1,0,0,2,3,5,5,5,5,5,2,5,4,4,2,4,5,5,4,5,5,5,1,9,0,0,1,1,1,5,7,5,7,5,2
757,1,98144,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,2,,,,,,,,,99,1,1,1,1,1,4,5,3,1,3,2,3,2,1,1,4,4,4,2,2,4,5,5,4,4,3,3,3,15,0,0,0,1,4,3,3,3,3,3,0
763,4,98107,1,2,3,4,0,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,1,5,5,1,2,2,5,1,2,1,3,4,2,4,1,3,1,5,2,4,4,5,1,13,0,0,0,1,4,5,2,2,,,6
769,1,98133,1,3,5,0,0,0,0,,0,,,,0,,,,1,,,,0,,,,1,,,,0,,,,3,4,,,,,,,,2,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,4,2,1,1,2,4,5,1,3,1,4,1,15,0,0,0,8,4,5,2,2,,,0
775,2,98125,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,4,,,,,,,,,99,2,2,2,2,2,1,2,5,4,4,2,4,1,3,2,4,4,5,5,3,4,5,5,2,5,5,5,3,9,0,0,1,1,5,3,3,3,,,2
799,1,98122,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,4,4,5,1,1,2,5,4,3,5,3,5,4,4,1,3,1,5,2,4,4,4,1,14,0,0,0,1,5,5,6,5,5,4,7
805,1,98102,1,0,2,3,4,0,0,,0,,,,1,2,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,4,5,5,1,2,3,4,3,2,1,3,4,4,4,2,4,1,2,2,3,4,4,1,12,0,0,0,1,3,5,4,3,,,5
811,1,98121,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,4,,,,,,,,,1,1,2,1,1,1,1,3,5,1,2,2,2,1,2,1,3,4,5,5,1,4,5,5,2,4,3,3,1,6,0,0,1,8,3,5,,,,,2
817,1,98117,1,1,2,3,0,0,0,,2,,,,2,,,,1,,,,7,,,,7,,,,7,,,,3,,,,,,,,4,99,1,0,0,0,0,4,3,2,1,1,1,4,5,5,1,3,4,4,5,1,4,1,5,2,5,4,5,1,15,0,0,0,1,4,5,5,4,,,0
823,2,98118,1,2,3,0,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,4,,,,,,,,,99,1,1,1,1,1,1,4,5,1,2,2,5,1,1,1,1,4,5,4,1,4,4,5,5,5,4,5,3,2,0,0,1,3,5,3,4,4,,,1
829,1,98117,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,7,,,,7,,,,7,,,,1,,,,,,,,,2,1,1,1,1,1,3,5,5,1,2,4,4,4,4,2,2,5,4,4,2,4,5,5,2,5,5,5,3,10,0,0,0,1,3,3,4,4,4,3,3
835,4,98107,1,1,2,3,4,5,6,,1,,,,2,,,,1,,,,1,,,,1,,,,1,,,,1,4,,,,,,,,99,1,1,1,1,1,1,4,1,1,2,2,4,2,1,1,4,5,5,4,2,4,1,5,3,4,4,4,1,14,0,0,0,1,4,5,3,3,3,3,7
841,1,98121,1,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,4,,,,,,,,,99,2,2,2,2,2,3,4,5,2,2,5,5,5,5,2,4,4,5,4,5,5,5,5,3,4,5,5,3,12,0,0,0,1,4,3,5,4,,,5
847,1,98103,1,0,2,3,4,0,6,,7,,,,1,,,,1,,,,1,,,,7,,,,1,,,,3,,,,,,,,1,99,1,1,1,1,1,2,5,5,1,2,2,5,2,2,1,2,5,5,4,2,3,5,5,3,5,4,5,2,9,0,0,1,8,3,4,6,5,,,2
853,2,98105,1,2,3,0,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,5,,,,,,,,,99,1,1,1,1,1,4,4,2,2,4,3,4,5,1,3,4,4,4,5,3,4,1,5,1,4,5,4,1,4,0,0,1,1,5,5,2,3,,,1
859,1,98199,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,8,1,,,,,0
865,4,98117,1,2,3,4,0,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,3,1,1,1,1,1,1,5,2,1,2,3,3,1,1,1,2,4,2,2,1,2,2,5,2,5,2,5,1,13,0,0,0,1,5,5,3,3,3,3,6
871,1,98144,1,1,2,3,4,5,6,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,3,,,,,,,,4,3,1,1,1,1,1,3,4,2,1,2,2,2,1,1,1,4,3,4,4,2,1,2,1,3,3,2,3,1,6,0,1,1,1,4,5,4,4,4,3,2
877,1,98115,1,1,2,3,4,0,0,,1,2,,,2,,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,3,1,1,1,1,1,1,4,5,1,1,1,3,2,1,2,2,5,3,4,1,3,2,5,3,1,1,1,1,11,0,0,0,1,4,5,5,4,6,4,4
883,1,98199,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,99,2,2,2,1,1,1,4,5,1,2,3,5,2,4,1,4,5,5,3,1,4,1,1,4,1,3,2,2,15,0,0,0,1,4,4,6,4,5,4,0
889,2,98104,1,2,3,4,5,0,0,,0,,,,1,2,,,1,,,,1,,,,1,,,,0,,,,2,4,,,,,,,,4,1,1,1,1,1,5,4,2,1,3,2,2,1,1,1,4,2,3,5,2,1,2,5,2,4,2,4,1,15,0,0,0,8,4,5,1,2,2,2,0
895,1,98103,1,2,3,0,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,,3,1,1,1,1,1,1,5,5,1,2,3,4,1,1,5,2,4,3,4,1,3,2,5,3,4,2,5,1,11,0,0,0,1,3,5,3,3,,,4
901,1,98136,1,1,2,3,4,0,6,,1,,,,1,2,,,1,,,,1,,,,7,,,,1,,,,1,,,,,,,,,3,1,1,1,1,2,1,4,5,1,3,4,3,1,3,1,2,4,4,2,1,1,4,5,4,4,3,4,1,15,0,0,0,8,4,5,4,4,,,0
907,1,98119,1,0,2,3,4,0,6,,0,,,,1,,,,1,,,,1,,,,7,,,,1,,,,3,4,,,,,,,,99,1,2,1,1,1,3,4,4,1,2,2,1,1,1,2,3,2,4,4,1,4,5,5,4,4,4,5,1,10,0,0,1,1,5,5,5,4,1,1,3
913,2,98108,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,2,1,1,1,1,1,4,5,5,1,2,1,5,5,1,2,4,5,5,4,2,5,5,5,4,5,5,5,1,10,0,0,0,3,4,5,4,4,5,4,3
919,1,98133,1,1,0,3,0,0,0,,1,,,,7,,,,1,,,,7,,,,7,,,,7,,,,1,,,,,,,,,1,0,0,0,1,1,3,5,5,1,2,5,5,5,4,5,4,0,5,5,5,1,1,1,4,5,5,5,1,1,1,1,1,1,3,5,7,5,,,1
925,4,98116,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,4,5,2,1,2,2,4,1,2,2,3,2,4,4,2,3,1,1,0,4,3,4,1,10,0,0,0,1,5,5,4,3,,,3
931,4,98108,1,2,3,4,6,0,0,,0,,,,1,2,,,1,2,,,1,,,,0,,,,1,,,,1,,,,,,,,,99,1,1,1,1,1,1,5,5,1,2,1,5,1,2,1,4,5,5,4,1,4,2,1,3,3,4,5,1,13,0,0,0,1,4,5,2,3,2,3,6
937,3,98199,1,1,0,0,0,0,0,,2,,,,0,,,,7,,,,7,,,,7,,,,7,,,,3,,,,,,,,,3,2,2,0,0,0,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,1,1,1,8,0,0,,,,,1
943,1,98122,1,2,3,6,0,0,0,,0,,,,2,,,,1,,,,0,,,,0,,,,1,,,,2,,,,,,,,,2,1,1,1,1,1,3,4,5,1,2,1,3,1,1,2,3,4,2,3,1,4,1,4,1,4,4,4,1,15,0,0,0,1,1,5,2,2,2,2,0
949,5,0,1,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,4,6,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,4,4,3,3,,,1
955,1,98105,1,2,3,4,5,0,0,,0,,,,1,,,,1,,,,1,,,,1,,,,0,,,,3,,,,,,,,,2,1,1,1,1,1,1,4,3,1,2,1,5,2,1,1,4,1,4,4,1,1,1,5,1,3,2,4,1,12,0,0,0,1,5,5,3,3,3,3,5
961,1,98106,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,0,1,1,1,1,1,3,4,4,2,3,5,2,2,0,2,1,5,5,1,1,5,5,5,2,4,4,3,1,2,0,0,1,9,0,5,5,4,,,1
967,1,98118,1,2,3,4,0,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,2,4,2,1,2,3,4,1,1,3,4,4,4,4,3,2,2,5,3,3,3,4,1,13,0,0,0,1,5,5,2,2,2,2,6
973,1,98177,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,4,,,,,,,,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,3,4,4,4,1,3,1,1,1,1,1,4,1,13,0,0,0,1,5,5,2,2,2,2,6
979,4,98136,1,1,2,3,4,5,6,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,3,4,,,,,,,,99,1,1,1,1,1,4,5,2,1,1,2,2,1,1,1,4,2,4,4,1,3,1,1,1,4,4,4,1,13,0,0,0,1,4,5,3,3,3,3,6
985,2,98104,1,0,2,3,4,0,6,,7,,,,1,2,,,1,,,,1,,,,7,,,,1,,,,2,,,,,,,,4,3,1,1,1,1,1,4,5,5,1,2,2,2,1,1,1,2,4,4,5,1,4,2,5,3,4,4,3,1,12,0,0,0,1,4,5,3,3,,,5
991,1,98103,1,1,2,3,5,0,0,,1,,,,1,,,,1,,,,0,,,,1,,,,0,,,,3,4,,,,,,,,2,1,1,1,1,1,2,3,1,1,2,3,3,1,1,1,2,4,3,3,1,1,4,5,1,3,1,3,1,11,0,0,0,3,4,5,1,2,1,2,4
997,3,98116,1,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,5,6,,,,,,,,99,2,1,1,1,1,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,6,0,0,1,1,2,2,,,,,2
1003,1,98133,1,1,3,5,0,0,0,,1,,,,0,,,,1,,,,0,,,,1,,,,0,,,,1,2,3,4,5,,,,,99,3,3,1,2,1,2,3,5,2,2,3,4,2,2,2,3,5,2,2,2,2,2,3,2,3,3,2,4,2,1,1,1,3,9,2,5,4,,,1
3323,1,98116,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,7,,,,7,,,,7,,,,1,,,,,,,,,99,1,1,1,1,2,3,3,5,1,2,1,5,5,2,2,2,5,4,4,1,3,5,5,4,5,5,5,1,9,0,0,1,1,4,5,,,,,2
1009,4,0,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,1,1,4,3,4,1,1,1,2,4,1,4,2,4,5,4,4,4,4,3,2,1,1,1,1,2,3,4,4,3,,,1
1015,1,98126,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,4,99,1,1,1,1,1,2,5,5,1,1,1,5,4,1,1,3,5,3,5,4,4,2,5,2,4,4,5,2,13,0,0,0,1,5,4,3,3,3,3,6
1021,4,98119,1,1,2,3,4,6,0,,1,,,,2,,,,1,,,,1,,,,0,,,,1,,,,1,3,,,,,,,,4,1,1,1,1,1,3,4,2,1,2,2,1,1,3,1,3,5,2,5,2,3,1,1,2,5,3,4,1,14,0,0,0,1,5,5,3,3,4,3,7
1027,1,98108,2,0,0,3,0,0,0,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,2,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,8,8,5,4,3,,,1
1033,1,98101,1,2,3,5,0,0,0,,0,,,,1,,,,1,,,,0,,,,1,,,,0,,,,3,4,,,,,,,,2,1,1,1,1,1,4,5,5,1,3,3,5,2,1,2,3,4,4,5,3,4,5,5,2,4,4,5,2,10,0,0,0,1,4,4,1,2,,,3
1039,1,98136,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,3,3,2,2,2,2,4,4,5,1,1,2,5,4,1,1,4,5,4,5,1,4,5,5,4,5,5,5,2,15,0,0,0,1,5,4,6,5,4,3,0
1045,1,98109,1,0,2,3,0,5,0,,0,,,,1,,,,1,,,,0,,,,1,,,,0,,,,2,3,4,,,,,,,4,1,1,1,1,1,0,0,2,1,2,1,1,2,1,1,2,0,0,0,1,0,2,1,1,0,0,0,1,9,0,0,1,1,4,5,4,4,1,1,2
1051,3,98104,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,5,6,,,,,,,1,3,0,0,2,1,4,4,5,1,2,1,1,1,4,5,3,3,5,4,3,4,5,5,2,5,4,5,2,1,1,1,1,1,5,4,4,4,,,1
1057,1,98144,1,1,0,0,0,0,0,,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,1,3,5,1,2,2,3,3,1,4,3,1,3,3,2,4,5,5,4,4,3,4,1,11,0,0,1,3,4,5,4,3,3,3,4
1062,1,98103,1,2,3,0,0,0,0,,0,,,,1,2,,,1,,,,0,,,,0,,,,0,,,,3,4,,,,,,,,99,1,1,1,1,1,4,5,5,1,3,2,2,1,2,1,4,4,5,5,2,4,3,5,1,4,4,4,1,10,0,0,0,1,4,5,2,3,,,3
1067,1,98199,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,0,,,,,,,,,0,0,0,0,0,0,3,3,1,1,2,2,4,1,1,1,2,2,5,4,2,2,1,5,1,4,3,5,0,0,0,0,0,6,0,0,,,,,0
1072,1,98115,1,1,0,3,4,0,0,,1,,,,7,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,2,5,5,1,2,3,2,3,3,1,2,5,5,4,1,3,5,5,5,3,3,5,2,10,0,0,0,6,3,4,5,4,4,4,3
1077,1,98133,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,1,4,3,1,3,5,5,1,2,2,4,5,4,4,2,3,5,5,4,4,4,5,1,10,0,0,0,1,4,5,,,,,3
1082,1,98117,1,2,3,4,0,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,1,4,,,,,,,,99,1,1,1,1,1,3,5,5,1,2,2,5,1,1,1,3,4,1,4,1,3,2,5,1,5,4,5,1,12,0,0,0,3,4,5,2,2,,,5
1087,2,98122,1,1,2,3,5,0,0,,1,,,,1,,,,1,,,,0,,,,1,,,,0,,,,1,4,,,,,,,,4,1,1,1,1,1,2,5,5,1,2,2,5,5,2,4,2,5,3,4,4,3,0,5,3,4,3,4,3,10,0,0,0,1,5,3,4,4,,,3
